"nMCMC" "beta0" "pC" "Tg" "Baseline" "N" "negativeLLK"
"1" 1 1.83676109639608 0.3 2.6 1645.69698789587 412137.447624659 102015.413500042
"2" 2 1.77221024126616 0.3 2.6 1635.78990794135 380994.539866132 92424.2248256546
"3" 3 1.804294727493 0.3 2.6 1657.08672962488 367563.022259892 89627.8562208546
"4" 4 1.81666138545645 0.3 2.6 1656.01526726743 359416.020947018 87767.7402366179
"5" 5 1.8493900219319 0.3 2.6 1635.20867687582 336637.985477046 82515.5571148572
"6" 6 1.80329114697277 0.3 2.6 1641.32384907414 320458.267571247 77442.8539645581
"7" 7 1.72612610421493 0.3 2.6 1654.39589971307 305346.1352605 72001.8793548501
"8" 8 1.6762586077637 0.3 2.6 1642.23779901676 295270.338938986 68385.489273447
"9" 9 1.69248350308819 0.3 2.6 1628.39948930037 273481.463007148 63350.9103252026
"10" 10 1.70351000309979 0.3 2.6 1612.56229867941 257758.703935883 59728.0706702065
"11" 11 1.57629977111209 0.3 2.6 1617.60690012406 252454.675375297 55634.9403253963
"12" 12 1.58937010013634 0.3 2.6 1646.65472880382 236897.900822044 52215.6543529708
"13" 13 1.63836979047667 0.3 2.6 1590.08666927854 215285.633950522 48237.6170573527
"14" 14 1.66721809816871 0.3 2.6 1558.75252932372 199998.174287412 45297.1093781931
"15" 15 1.684107855194 0.3 2.6 1543.71184016863 193831.841321807 44218.7287356661
"16" 16 1.68500785631116 0.3 2.6 1543.08557238693 192814.897432779 43998.5977133132
"17" 17 1.69338840907986 0.3 2.6 1547.736691181 187073.170555553 42768.146043667
"18" 18 1.61223362814891 0.3 2.6 1552.75529702571 172976.211376615 38105.432314948
"19" 19 1.59125006617789 0.3 2.6 1567.25803648856 165295.690486575 35945.9777114963
"20" 20 1.55501170331348 0.3 2.6 1587.7495115526 162165.656957162 34525.0020761936
"21" 21 1.54280575512006 0.3 2.6 1586.94698895982 151844.787299593 32065.3606179099
"22" 22 1.55675645947476 0.3 2.6 1572.99124654643 142252.205823346 30302.2831703204
"23" 23 1.49953733531289 0.3 2.6 1583.96107206653 138035.562984127 28394.8171111709
"24" 24 1.39487506682159 0.3 2.6 1583.17654473679 134962.937985437 25825.6433629954
"25" 25 1.38388988698798 0.3 2.6 1584.57041237384 133745.938457703 25368.7438064658
"26" 26 1.29686468499251 0.3 2.6 1580.47793360732 132782.238179683 23408.1311082941
"27" 27 1.24812814692505 0.3 2.6 1574.85480214404 129973.085756949 21860.925580168
"28" 28 1.19232043813655 0.3 2.6 1580.23841899466 130927.12296667 20728.1938745455
"29" 29 1.13112115770232 0.3 2.6 1591.69942069067 135396.211043497 19846.0951999186
"30" 30 1.03752860195259 0.3 2.6 1609.99667528331 140044.22337258 17431.2810230909
"31" 31 0.975494291977441 0.3 2.6 1672.25143285774 133152.924796992 14161.888840168
"32" 32 0.950337359743706 0.3 2.6 1667.55688226374 136692.450827167 13396.7854590989
"33" 33 0.927039349135718 0.3 2.6 1660.06410587865 135594.892246625 12121.669853585
"34" 34 0.862170571546528 0.3 2.6 1637.55205790675 144595.37613204 9650.25774707754
"35" 35 0.79318893980241 0.3 2.6 1598.14382733439 148829.61949903 7440.4757207006
