"nMCMC" "beta0" "pC" "Tg" "Baseline" "N" "negativeLLK"
"1" 1 1.67384783381803 0.3 2.6 552.265929513116 156734.784259634 45184.8231669374
"2" 2 1.58222729834633 0.3 2.6 553.650858237385 147052.672225055 41227.5215222964
"3" 3 1.60723425977689 0.3 2.6 561.203816609206 142143.654804028 40496.6701789719
"4" 4 1.58207194086937 0.3 2.6 555.746498624144 139305.886353154 39721.2605815516
"5" 5 1.51102855445121 0.3 2.6 557.342020121894 134956.13532557 37384.8651835631
"6" 6 1.4696093591334 0.3 2.6 559.195125791454 128762.921199437 35407.4979415047
"7" 7 1.4062390018455 0.3 2.6 563.22920637343 123020.888260382 32996.0692128709
"8" 8 1.33524459468455 0.3 2.6 569.444030529992 123894.999129449 31208.4048522521
"9" 9 1.23448202022811 0.3 2.6 558.491193004629 120829.087802342 28251.4819469432
"10" 10 1.20416749114852 0.3 2.6 558.872909642693 123429.136799896 27324.97170923
"11" 11 1.18393855652196 0.3 2.6 555.392667948506 120777.348468706 26316.4521500503
"12" 12 1.11480944648104 0.3 2.6 552.320826127896 120298.98206849 22824.5323198726
"13" 13 1.06998349443337 0.3 2.6 532.686877296902 116581.009029911 20621.3519069894
"14" 14 1.01775672408835 0.3 2.6 530.242699864637 113430.196843131 17351.2515375136
"15" 15 1.01024805924503 0.3 2.6 529.993831352325 113450.012043023 16916.9307491385
"16" 16 1.00795974454176 0.3 2.6 529.770258336177 113143.988709701 16783.5810167854
"17" 17 0.960901736045134 0.3 2.6 534.727175548444 110797.519933295 14157.9015655006
"18" 18 0.903668220827513 0.3 2.6 537.860947412335 112530.306977088 12386.2696733315
"19" 19 0.895785810591931 0.3 2.6 548.53084189606 108679.704258138 11916.1107416257
"20" 20 0.859507909320369 0.3 2.6 558.90626571047 109875.073439144 11529.581722313
"21" 21 0.8791482780421 0.3 2.6 563.723984252538 106960.617219983 11352.4834935224
"22" 22 0.86848360324362 0.3 2.6 576.118763126952 106300.976589803 11011.5342438973
"23" 23 0.870332270834863 0.3 2.6 580.349922850174 99929.093190469 10870.4637943467
"24" 24 0.849093173254305 0.3 2.6 593.117505384064 97670.9278194547 10666.374468452
"25" 25 0.862882384543022 0.3 2.6 591.741509490408 98136.671410624 10600.9614298641
"26" 26 0.869064658692043 0.3 2.6 591.872837041045 98411.5326165155 10576.7702689698
"27" 27 0.866440103479647 0.3 2.6 598.225962577195 98719.839194587 10425.2583560356
"28" 28 0.884537694030481 0.3 2.6 603.062481538457 98946.9689006725 10315.9033043962
"29" 29 0.877330172498087 0.3 2.6 611.155718013989 97234.0393841537 10100.61417882
"30" 30 0.873315849463923 0.3 2.6 630.459317016308 95941.9891581497 9659.75353285239
"31" 31 0.874571651707439 0.3 2.6 631.026623836677 95876.8423741659 9646.16193193557
"32" 32 0.879342518082237 0.3 2.6 637.828744682813 97070.3996639472 9504.11587950488
"33" 33 0.876217417438428 0.3 2.6 655.384989190746 91460.7933899932 9133.41296028013
"34" 34 0.879107473533502 0.3 2.6 669.642271762369 93835.5038750175 8853.99753685925
"35" 35 0.87517668096756 0.3 2.6 679.375590574583 91222.7329219298 8668.77923292115
"36" 36 0.889740992892315 0.3 2.6 683.147257300981 90844.3821060472 8623.47710643277
"37" 37 0.870326694992911 0.3 2.6 683.97652489667 88941.1547695074 8598.28386419062
"38" 38 0.863210667529206 0.3 2.6 695.406672555366 85481.4334514614 8443.39387352033
"39" 39 0.891320888705782 0.3 2.6 708.810384477895 90963.258598526 8186.33273684636
"40" 40 0.878588276102921 0.3 2.6 713.567135765906 87783.2189210713 8074.37519592994
"41" 41 0.877241981613796 0.3 2.6 723.820825176877 84365.0870832803 7920.2672246115
"42" 42 0.874601173434919 0.3 2.6 725.477280212092 84962.7541423594 7895.65749634519
"43" 43 0.878419249082656 0.3 2.6 732.243106529615 86679.2748789202 7783.31602174823
"44" 44 0.881176852653471 0.3 2.6 733.641556115742 87030.0842173462 7762.09522744032
"45" 45 0.863407552552731 0.3 2.6 750.446188387098 85549.6133438458 7577.02985569201
"46" 46 0.87675949835336 0.3 2.6 754.586312672648 85416.2949110659 7466.17130918148
"47" 47 0.873563407872958 0.3 2.6 757.492139269648 86316.8848069228 7436.92429431309
"48" 48 0.875207389134774 0.3 2.6 758.359653849411 85872.5459091034 7419.87052454267
"49" 49 0.886946657077413 0.3 2.6 766.501833976091 85003.1308837991 7310.63815262608
"50" 50 0.885844317312157 0.3 2.6 775.535047431165 85901.9769894708 7199.31538179567
"51" 51 0.87874904739243 0.3 2.6 782.678824816746 86703.261723819 7119.31104798791
"52" 52 0.890767830536917 0.3 2.6 787.680227995988 86549.165639043 7074.33539089164
"53" 53 0.884872368647079 0.3 2.6 796.349702364393 88655.685926035 6990.26211721544
"54" 54 0.874226457583056 0.3 2.6 798.53441927173 87062.4835666028 6960.20618127077
"55" 55 0.879763393833984 0.3 2.6 796.411044900209 85407.1035921042 6956.40278461784
