"V1" "V2" "V3"
"1" 818.905134640435 820.12289117271 818.131306221681
"2" 819.072473569561 820.291473246942 818.298863698336
"3" 819.331263198767 820.552606838808 818.558065179111
"4" 819.731461015792 820.957082199392 818.959014310325
"5" 820.350286916659 821.58353346019 819.579179299973
"6" 821.307061315486 822.553662858935 820.538299153052
"7" 822.78606449166 824.055732956741 822.021355200384
"8" 825.071677187683 826.38073841774 824.313895801631
"9" 828.602218685376 829.977912498297 827.856175588624
"10" 834.051996474125 835.539451688317 833.325696123401
"11" 842.455314351017 844.128758272118 841.762011184546
"12" 855.391426629811 857.371970993097 854.75296799034
"13" 875.254519551267 877.737855798265 874.706748218904
"14" 905.63387267097 908.932153848947 905.235277288789
"15" 951.816146976195 956.418338677562 951.661503790084
"16" 1021.37067291252 1028.02233553494 1021.61200284928
"17" 1124.6426657907 1134.43416440653 1125.51995258426
"18" 1274.68416354867 1289.10622268708 1276.56652542518
"19" 1485.63889677569 1506.50614841976 1489.07000527286
"20" 1768.01308756289 1797.08025587768 1773.7371133953
"21" 2119.42132226442 2157.50828923949 2128.3344410574
"22" 2512.1447974641 2557.85197496283 2525.08964017147
"23" 2885.50173447714 2934.27685846208 2902.86250320346
"24" 3156.8073177215 3201.68007803236 3178.04766885503
"25" 3256.19501587009 3290.61100270894 3279.70988368754
"26" 3164.77743564171 3185.68368942051 3188.34154615222
"27" 2922.93866095714 2931.55301776566 2944.52006686484
"28" 2602.44336171356 2602.49581747959 2620.80338333439
"29" 2269.96569661752 2265.40890692561 2284.74242798184
"30" 1967.80417045136 1961.5459029493 1979.24214072388
"31" 1713.85639356415 1707.57926332509 1722.47828527787
"32" 1510.07661679051 1504.55904015137 1516.45578080925
"33" 1350.78693698403 1346.27918977233 1355.43605616488
"34" 1227.96466225365 1224.45767184265 1231.30065334268
"35" 1133.82709797675 1131.20705459159 1136.17307384223
"36" 1061.78325781143 1059.90871729998 1063.3837489976
"37" 1006.59484728987 1005.33035505049 1007.63303282831
"38" 964.226868311782 963.454916797924 964.839612740757
"39" 931.616038430416 931.239264944073 931.905758018641
"40" 906.449037234646 906.388555732414 906.492643001391
"41" 886.979193440542 887.171754892854 886.83469328027
"42" 871.884345986177 872.279451365106 871.595683166034
"43" 860.159885004591 860.717251842695 859.760484257924
"44" 851.039297022878 851.726769994753 850.554673769216
"45" 843.935350784966 844.727226981825 843.385042267791
"46" 838.396488655962 839.272191802689 837.795492529725
"47" 834.074347525332 835.017382620932 833.434200397114
"48" 830.699428981396 831.696557711239 830.029019791712
"49" 828.062762074607 829.103350710835 827.368948695553
"50" 826.002000512635 827.07750247819 825.290079244077
"51" 824.390824645342 825.494368513142 823.664889024807
"52" 823.130824037022 824.256884449746 822.394039888133
