"nMCMC" "beta0" "pC" "Tg" "Baseline" "N" "negativeLLK"
"1" 1 1.36463422187888 0.3 2.6 751.524146176138 281976.811523654 70080.5812620627
"2" 2 1.32178663944831 0.3 2.6 755.547236609166 276255.766011727 66689.6138351166
"3" 3 1.29951308890263 0.3 2.6 755.726562566259 271501.043737285 64494.6730220836
"4" 4 1.27771869277 0.3 2.6 759.41607691127 269940.441842556 62878.9920985282
"5" 5 1.22869934034524 0.3 2.6 752.045713364023 264232.180252361 58696.9896563945
"6" 6 1.1946233065266 0.3 2.6 758.027936908722 258475.155318288 54959.3393916002
"7" 7 1.10483372201447 0.3 2.6 750.951882462137 250027.396323318 44883.8006230824
"8" 8 1.03035578356993 0.3 2.6 750.905833286742 253297.011905778 35268.0274331579
"9" 9 0.938100123451594 0.3 2.6 739.146119356173 247484.963719934 19393.4781544556
"10" 10 0.890155597257751 0.3 2.6 740.725264410663 251784.342825178 13263.7234126798
"11" 11 0.849878015233946 0.3 2.6 740.556122658905 248821.438586881 10483.3233458426
"12" 12 0.831086794304392 0.3 2.6 744.745500329189 241116.865428366 9913.5330740462
"13" 13 0.855359559549351 0.3 2.6 757.796181967129 230781.544099253 8893.05160726328
"14" 14 0.851392795947969 0.3 2.6 744.047880060844 219727.00270002 7676.65820241241
"15" 15 0.837185816143041 0.3 2.6 739.931992309024 208882.767170033 6584.75325813067
"16" 16 0.854443867525193 0.3 2.6 740.929558071061 204393.952004835 6480.60666547425
"17" 17 0.840688790134998 0.3 2.6 746.500360693458 202657.798150338 6085.9135262933
"18" 18 0.827266109811532 0.3 2.6 762.443670598124 189914.114759661 5311.40847605943
"19" 19 0.843524217697354 0.3 2.6 747.286489900318 184164.611933724 4768.41429277147
"20" 20 0.8283302976511 0.3 2.6 746.309145773703 179952.857681324 4502.44446711284
"21" 21 0.829751940601302 0.3 2.6 746.03475967012 180188.31421505 4491.79469936479
"22" 22 0.830719296000576 0.3 2.6 745.827909687391 180011.289424073 4464.96246338864
"23" 23 0.833737551685404 0.3 2.6 743.053759263876 166026.335876925 3613.37184555809
"24" 24 0.839729184268916 0.3 2.6 744.031867833016 160068.78095286 3391.01341711363
"25" 25 0.83708246648718 0.3 2.6 741.522550138829 158834.828579001 3295.83709555985
"26" 26 0.834035375178567 0.3 2.6 742.172144431018 157793.865833531 3226.89860654795
"27" 27 0.833813768193592 0.3 2.6 742.563997126936 157353.83097634 3207.81512286958
"28" 28 0.833813768193592 0.3 2.6 742.563997126936 157353.83097634 3207.81512286958
"29" 29 0.834308945818866 0.3 2.6 740.872573922087 156022.256764429 3153.89942633098
"30" 30 0.83087222221304 0.3 2.6 742.016358715476 155013.297165374 3105.55720741977
"31" 31 0.833149116323125 0.3 2.6 741.167980884186 154380.141158397 3083.11194273881
"32" 32 0.82868481465347 0.3 2.6 746.714272402597 151631.861735386 2984.54188454277
"33" 33 0.834473021379243 0.3 2.6 748.12278458229 148675.969757588 2897.97963550732
"34" 34 0.834403798728016 0.3 2.6 748.824524010406 148281.253202208 2885.37480149695
"35" 35 0.827021546930454 0.3 2.6 746.455433823165 142243.256365889 2683.50025364555
"36" 36 0.826512942829335 0.3 2.6 751.406306622883 138527.403057087 2592.51986111204
"37" 37 0.821858414265275 0.3 2.6 755.184976977147 129000.097690968 2449.39699166113
"38" 38 0.826898343883978 0.3 2.6 754.904460491586 128303.902193661 2427.26938367414
"39" 39 0.826876837749266 0.3 2.6 755.081100742622 127180.541124668 2418.23932257013
"40" 40 0.823136339787103 0.3 2.6 759.018067343288 121649.074661407 2389.2088574997
"41" 41 0.825311522280942 0.3 2.6 760.360206480156 121496.492946452 2389.4032131163
"42" 42 0.824278140167918 0.3 2.6 760.482182355106 121478.802640767 2387.10106601975
"43" 43 0.824232958472079 0.3 2.6 760.312241302111 121859.629422787 2387.38099528389
"44" 44 0.824232958472079 0.3 2.6 760.312241302111 121859.629422787 2387.38099528389
"45" 45 0.823084296307628 0.3 2.6 760.594283564439 121852.696239478 2387.82656650271
"46" 46 0.825484514376056 0.3 2.6 760.662393890616 121813.025759113 2389.56867183735
"47" 47 0.824076244132465 0.3 2.6 761.290850649721 121135.616081276 2386.11341423527
"48" 48 0.8233384491165 0.3 2.6 760.624411728761 121068.259501197 2386.92398115181
"49" 49 0.822763707836344 0.3 2.6 760.521938687529 121393.012032218 2388.10064812324
"50" 50 0.824465735275421 0.3 2.6 760.684021698126 121421.348646026 2387.10999969779
"51" 51 0.824134788891151 0.3 2.6 760.419921623333 121293.39753144 2387.05899561155
"52" 52 0.823370718976713 0.3 2.6 761.191325150715 121102.690930731 2386.27537032161
"53" 53 0.821884856021939 0.3 2.6 761.961717793073 120905.175147094 2389.04136365056
"54" 54 0.821884856021939 0.3 2.6 761.961717793073 120905.175147094 2389.04136365056
"55" 55 0.822882614380848 0.3 2.6 761.069776561077 120714.846408729 2387.09297049803
"56" 56 0.822991778620588 0.3 2.6 761.599753929401 120505.76286043 2386.4350856568
"57" 57 0.823037530226924 0.3 2.6 761.823425577868 120617.206516882 2386.06073176719
"58" 58 0.823798456089353 0.3 2.6 761.086487977366 120692.542834355 2386.45959038469
"59" 59 0.824944063088095 0.3 2.6 761.112046010398 120590.684148243 2388.45229303816
"60" 60 0.823029489593922 0.3 2.6 760.987017898016 120872.995548746 2386.91187016519
"61" 61 0.822286865129817 0.3 2.6 761.484332384216 121040.459712519 2388.16362072033
"62" 62 0.82441977900385 0.3 2.6 761.593246341082 121021.503018592 2386.23235400817
"63" 63 0.824431445937038 0.3 2.6 761.505251939402 121150.585000959 2386.27026320694
"64" 64 0.822389717228068 0.3 2.6 769.192145902733 120760.37118197 2380.80377207228
"65" 65 0.823340975307428 0.3 2.6 769.275696139713 120624.32267968 2379.02317250195
