"nMCMC" "beta0" "pC" "Tg" "Baseline" "N" "negativeLLK"
"1" 1 0.929124112954327 0.3 2.6 33.3769349844317 30743.7945272925 8678.78019175795
"2" 2 0.915399639430419 0.3 2.6 33.3564714920764 30914.6687772923 8284.8479491389
"3" 3 0.87650554732256 0.3 2.6 32.9730339888214 31553.8756295758 7211.55925391709
"4" 4 0.865346681476747 0.3 2.6 33.2441617455437 31963.7883669218 6863.55354041849
"5" 5 0.801879034586699 0.3 2.6 33.3231582450584 30937.6956290352 5639.8686779872
"6" 6 0.781995237144027 0.3 2.6 33.4611275579075 33204.3566618016 5232.73984114664
"7" 7 0.763998937856196 0.3 2.6 34.0719129887769 34339.2924470954 5096.0801690154
"8" 8 0.766431543046155 0.3 2.6 34.0988494930962 34317.7119455179 5087.53317662434
"9" 9 0.770500596779229 0.3 2.6 34.1553986987656 34506.4763760721 5066.95774131519
"10" 10 0.768905168121254 0.3 2.6 34.2000739463085 34642.3367213079 5057.57687916743
"11" 11 0.762760140605467 0.3 2.6 35.0963810250485 35869.0346583686 4958.46686778728
"12" 12 0.776445967649518 0.3 2.6 35.653121350101 35471.1101663932 4922.68784618677
"13" 13 0.774589422572673 0.3 2.6 35.7436997878811 35358.1186125529 4918.87402101174
"14" 14 0.771985436777418 0.3 2.6 35.7193250877502 35589.3537833938 4906.9814111367
"15" 15 0.776009474503461 0.3 2.6 35.7283942106524 35800.5393195258 4900.84793701575
"16" 16 0.77251011780147 0.3 2.6 35.7042644766151 36561.9140285644 4865.32427782154
"17" 17 0.774057573011847 0.3 2.6 35.6564737127906 36695.40093189 4863.52909720408
"18" 18 0.77974533948556 0.3 2.6 36.1512662945478 38276.8378579125 4789.0089461186
"19" 19 0.772253045295111 0.3 2.6 36.2719207432598 39437.6052714394 4745.47907645673
"20" 20 0.771748839278185 0.3 2.6 36.3455700986044 39637.5808031986 4738.09892092759
"21" 21 0.773740293374977 0.3 2.6 36.3518339663894 39680.8439509836 4734.81572862862
"22" 22 0.775400035251388 0.3 2.6 36.4467093779067 39631.3785786705 4730.16145333671
"23" 23 0.778414455940526 0.3 2.6 36.7360801838086 40002.1082624301 4710.11605659351
"24" 24 0.777657480674857 0.3 2.6 36.8198865765805 41143.5757171067 4687.98655978426
"25" 25 0.785410159842024 0.3 2.6 37.1344474150625 42299.8916554978 4684.29218487067
"26" 26 0.778838104881271 0.3 2.6 37.189691142653 43409.1656945062 4659.78800015419
"27" 27 0.775902841956223 0.3 2.6 37.2152254895876 43443.9596318421 4657.83686992343
"28" 28 0.778951293337554 0.3 2.6 37.8833159819019 44280.0829796619 4627.66286818942
"29" 29 0.77824345141108 0.3 2.6 37.9302117922151 44309.4498848949 4624.97773748316
"30" 30 0.779144678761592 0.3 2.6 37.9733132045649 44342.4910266025 4623.67607902894
"31" 31 0.776861405191925 0.3 2.6 37.9877196804815 44184.263000723 4620.87468991606
"32" 32 0.775213570175517 0.3 2.6 38.0264995677418 44106.848292519 4619.40804360352
"33" 33 0.771501378480107 0.3 2.6 38.8300631751174 44454.4209668993 4589.8688401467
"34" 34 0.774172670191267 0.3 2.6 38.8997159864384 44377.8682184069 4578.67706101773
"35" 35 0.771986729509522 0.3 2.6 39.3362767424171 44009.7289355928 4558.08197715724
"36" 36 0.770451566679894 0.3 2.6 39.6213336280635 42981.7625106853 4541.07085819778
"37" 37 0.770863152082555 0.3 2.6 39.6473794230815 42895.3266248997 4538.03435201289
"38" 38 0.773559112046617 0.3 2.6 39.693539492899 43038.8898244372 4530.06382515981
"39" 39 0.775059128710878 0.3 2.6 40.1834074897027 45007.8623942692 4521.64063990596
"40" 40 0.773689008646711 0.3 2.6 40.3479637896888 44293.1605511075 4506.90626948134
"41" 41 0.775714691479789 0.3 2.6 40.6534189309198 43258.5985126917 4481.41808543157
"42" 42 0.777444461105592 0.3 2.6 40.6643249466951 43192.7700039721 4480.84566625835
"43" 43 0.776943772616847 0.3 2.6 41.125450831066 43858.1061790359 4462.62246918614
"44" 44 0.776436582666499 0.3 2.6 41.1418907451871 43903.8302373805 4462.20706158602
"45" 45 0.77368376932852 0.3 2.6 41.8301318613409 43622.7063510927 4429.34281119351
"46" 46 0.777539245823128 0.3 2.6 41.8758123525955 43270.0344058864 4423.31116802225
"47" 47 0.776030865423973 0.3 2.6 41.9216878255906 43050.3370821478 4419.40177606665
"48" 48 0.777570891433834 0.3 2.6 41.9925139423992 43136.768902979 4417.14459566626
"49" 49 0.77739355371227 0.3 2.6 42.0415163841312 43387.9337300721 4416.14455488875
"50" 50 0.77954208930926 0.3 2.6 42.0785862979123 43296.2068930197 4416.5444852332
"51" 51 0.776826131557142 0.3 2.6 42.1111951222728 43423.3034262454 4412.83997592948
"52" 52 0.774131793874911 0.3 2.6 42.2391220661378 42810.6718440245 4404.11757037087
"53" 53 0.775346266333155 0.3 2.6 42.3798026543099 42785.4202731021 4396.69004389521
"54" 54 0.775437284135909 0.3 2.6 42.3292278979628 42576.3815465844 4398.31678367322
"55" 55 0.769504991993996 0.3 2.6 42.6794855171838 41403.6575903823 4389.69760050206
"56" 56 0.777070122714347 0.3 2.6 42.8521498703026 42005.1077895857 4373.70835510766
"57" 57 0.775780644395247 0.3 2.6 43.0623048985786 41855.8866168431 4363.06700770481
"58" 58 0.776392971096094 0.3 2.6 43.1413394618508 42438.183084645 4360.22901993464
"59" 59 0.772194342408276 0.3 2.6 43.565638024928 41615.2993933785 4341.59617187526
"60" 60 0.772853291054835 0.3 2.6 43.5537991721724 41635.1032747626 4341.29876561523
"61" 61 0.778243545777371 0.3 2.6 43.7556734086412 41785.0808390266 4333.60640474485
"62" 62 0.778723842805919 0.3 2.6 44.2141373118386 40702.0834292946 4317.96424704829
"63" 63 0.776473837248603 0.3 2.6 44.2999020890216 40501.6989144216 4311.44803782943
"64" 64 0.773519164505993 0.3 2.6 44.3711310773184 40798.0090073437 4305.03945656496
"65" 65 0.773136628178004 0.3 2.6 44.4287840500137 40908.4275905206 4302.09373272806
"66" 66 0.775275162129363 0.3 2.6 44.4620406561185 40794.5900342553 4301.0157567691
"67" 67 0.769101395198098 0.3 2.6 45.3532767176434 42057.449205166 4268.37452336371
"68" 68 0.767770462463257 0.3 2.6 45.8851791369466 41431.0566059191 4247.18591709348
"69" 69 0.770364198898133 0.3 2.6 45.9659243725871 40815.8077483701 4236.33808911541
"70" 70 0.781245823520754 0.3 2.6 46.1521056777704 41853.7468408292 4235.04332423029
"71" 71 0.777116045756255 0.3 2.6 46.2439255187867 41855.8377273793 4221.57410861711
"72" 72 0.772596873960636 0.3 2.6 46.3142363920558 41932.3287877813 4218.31542556856
"73" 73 0.773667993399941 0.3 2.6 46.4093187192166 41816.4240444247 4213.01394497549
"74" 74 0.773002377432671 0.3 2.6 46.405026205919 41676.3746302074 4213.31569327623
"75" 75 0.773624271355936 0.3 2.6 46.4570592699432 41702.1916880027 4210.72579934902
"76" 76 0.77310442614037 0.3 2.6 46.4703727621355 41639.5401067977 4210.34895366136
"77" 77 0.774626149799698 0.3 2.6 46.6440836211232 41680.4390490657 4202.46172741669
"78" 78 0.778935606074486 0.3 2.6 47.0324072559068 40850.0164408269 4192.52847765094
"79" 79 0.775925784129037 0.3 2.6 47.5217434854971 39529.5747611467 4174.9147348204
"80" 80 0.779285816516634 0.3 2.6 47.7158318769497 39850.5711103845 4170.93558465631
"81" 81 0.776653491157352 0.3 2.6 47.7678723934878 39834.1614349305 4162.57242306593
"82" 82 0.768516011261563 0.3 2.6 47.9635875418602 39419.6167296465 4159.55438009474
"83" 83 0.770446760810075 0.3 2.6 48.0324435896494 39228.5041117952 4154.93831667462
"84" 84 0.771676385457362 0.3 2.6 48.1726374315829 39341.3575776783 4146.68215258307
"85" 85 0.772975013274871 0.3 2.6 48.4718727420465 39284.6023404031 4134.10935845579
"86" 86 0.773377548183263 0.3 2.6 48.4932498350785 39213.5451858321 4134.0363627128
"87" 87 0.776211957309862 0.3 2.6 49.1014463714451 38638.4751202334 4118.73742732393
"88" 88 0.772079840351748 0.3 2.6 49.1034355384734 38610.4695780051 4115.03859974918
"89" 89 0.768066966866069 0.3 2.6 49.7138265502211 38343.6252194185 4096.65531149935
"90" 90 0.769899864488532 0.3 2.6 49.6790124515892 38460.0463379676 4093.79039802143
"91" 91 0.772102600749786 0.3 2.6 50.1996307126245 39402.4728559665 4060.83588251434
"92" 92 0.774383599949849 0.3 2.6 50.6828350574801 38510.075612397 4051.67319156701
"93" 93 0.772536596345718 0.3 2.6 50.6524803298187 38611.9260387608 4050.22297495259
"94" 94 0.773546650035205 0.3 2.6 51.3470021977324 37030.0786761661 4049.48195420647
"95" 95 0.774378806398997 0.3 2.6 51.576782178179 38030.3011955529 4022.27238411078
"96" 96 0.773977325582218 0.3 2.6 51.5909266026726 38136.2726793859 4019.55307055227
"97" 97 0.780800940658258 0.3 2.6 51.9100519887024 38830.7216493555 4015.64844453245
"98" 98 0.78104125315103 0.3 2.6 51.9546443337481 38849.898070124 4014.67142683331
"99" 99 0.780793668585895 0.3 2.6 51.9894153138683 38993.1816149934 4010.59421584572
"100" 100 0.774423451872948 0.3 2.6 52.3270882293245 39025.0882221196 3980.22625690233
"101" 101 0.764643239676136 0.3 2.6 52.8516341510953 38427.081912628 3976.57758533845
"102" 102 0.770042460866618 0.3 2.6 52.6908877593835 38626.2218383719 3969.0741399429
"103" 103 0.768544353541983 0.3 2.6 52.8087894058074 38335.496678361 3969.22162715669
"104" 104 0.769121644204508 0.3 2.6 53.0790590477834 39064.8285428292 3951.50224518942
"105" 105 0.773570847607502 0.3 2.6 53.6462229808366 39859.0278163772 3924.3967865389
"106" 106 0.77135818161993 0.3 2.6 54.4702773241982 38174.2032111401 3904.98286935878
"107" 107 0.770752086495888 0.3 2.6 54.6954995064965 39045.1553486662 3889.11673106982
"108" 108 0.772108385169051 0.3 2.6 54.9405152092157 39317.9523019504 3878.42345930967
"109" 109 0.771425979482525 0.3 2.6 55.6246562364793 39744.7311030995 3852.64986255713
"110" 110 0.771568269939132 0.3 2.6 55.6868748451728 39791.921233878 3850.34044634202
"111" 111 0.771472049719897 0.3 2.6 55.7372591652383 39716.4220800541 3848.68611034348
"112" 112 0.771588201366387 0.3 2.6 55.6247214798261 39999.4165234635 3852.40728449149
"113" 113 0.771243401070033 0.3 2.6 55.6377714834675 39835.4740849948 3852.15570762867
"114" 114 0.776335768289575 0.3 2.6 56.1629563246514 40845.6827939012 3838.66737678962
"115" 115 0.775664806933766 0.3 2.6 56.2485952764639 40804.0727677381 3834.54052343257
"116" 116 0.776091647966615 0.3 2.6 57.2806427152653 41396.1022288748 3804.10904429427
"117" 117 0.77470494723456 0.3 2.6 57.2950679009425 41686.8636670708 3804.45154932888
"118" 118 0.769431846558231 0.3 2.6 57.3361022379362 41246.5942792702 3801.58873526077
"119" 119 0.766991592758284 0.3 2.6 58.2353733583997 41367.1443562773 3779.06910163834
"120" 120 0.772374028065224 0.3 2.6 58.2121560489954 41317.4784635481 3770.83302869528
"121" 121 0.768525413747655 0.3 2.6 58.3182044401711 40609.2273630297 3766.18491011774
"122" 122 0.769465516003242 0.3 2.6 58.3951221063639 40639.402120343 3762.27749679512
"123" 123 0.773725364222104 0.3 2.6 58.4264753732141 40608.3450875756 3759.52829372062
"124" 124 0.773561100810324 0.3 2.6 58.5156992124108 40422.758092565 3755.7483022063
"125" 125 0.771290213324015 0.3 2.6 58.4779377220995 40478.1306671254 3756.97286386864
"126" 126 0.774631127982308 0.3 2.6 58.6126761780261 40786.2048981014 3755.23887614623
"127" 127 0.77094332038959 0.3 2.6 58.8174050062847 41170.2222060501 3750.95034337327
"128" 128 0.77066296828239 0.3 2.6 58.8770290746498 41218.0814186165 3749.73921281496
"129" 129 0.771014666343059 0.3 2.6 59.546748651894 41390.4862289782 3730.07612973326
"130" 130 0.771149419346342 0.3 2.6 59.5793791725815 41250.1154615293 3727.55714823578
"131" 131 0.772638874110157 0.3 2.6 59.6619890571791 40897.1795172187 3721.57205695664
"132" 132 0.77557899192434 0.3 2.6 60.2703878751304 39886.7992676441 3701.04700464058
"133" 133 0.771124474926403 0.3 2.6 60.8493867235134 39817.8746362059 3679.14122568138
"134" 134 0.771895853701022 0.3 2.6 61.0177508112509 39646.1437100543 3673.53419034534
"135" 135 0.770498057686119 0.3 2.6 61.167905679965 39473.0204444903 3668.71009877217
"136" 136 0.771343828825344 0.3 2.6 61.7322196368443 38299.0026089226 3653.36424335329
"137" 137 0.770135336024709 0.3 2.6 61.8040266609454 38149.1336670362 3651.74199990734
"138" 138 0.768489171577188 0.3 2.6 61.7594307419833 38046.1152212461 3654.55381759025
"139" 139 0.769798903990093 0.3 2.6 61.7068800942305 38190.4543371473 3654.64914852238
"140" 140 0.773941838406702 0.3 2.6 62.0746922182447 38370.6844146118 3644.90148048296
"141" 141 0.771512399552006 0.3 2.6 62.0779250862688 38460.6316401429 3641.87040670827
"142" 142 0.771512399552006 0.3 2.6 62.0779250862688 38460.6316401429 3641.87040670827
"143" 143 0.76998804944262 0.3 2.6 62.0380420297432 38476.6364202516 3642.90388792185
"144" 144 0.770109340489592 0.3 2.6 62.070065055447 38576.5267237828 3641.54603233041
"145" 145 0.769646088207346 0.3 2.6 62.0824377704631 38477.4351745261 3641.63730415531
"146" 146 0.769646088207346 0.3 2.6 62.0824377704631 38477.4351745261 3641.63730415531
"147" 147 0.770765719642763 0.3 2.6 62.097548240201 38363.7796697884 3641.45196642335
"148" 148 0.770765719642763 0.3 2.6 62.097548240201 38363.7796697884 3641.45196642335
"149" 149 0.770765719642763 0.3 2.6 62.097548240201 38363.7796697884 3641.45196642335
"150" 150 0.770765719642763 0.3 2.6 62.097548240201 38363.7796697884 3641.45196642335
"151" 151 0.770765719642763 0.3 2.6 62.097548240201 38363.7796697884 3641.45196642335
"152" 152 0.770432325642689 0.3 2.6 62.0306190398582 38413.3060210849 3643.31063825447
"153" 153 0.771354016523429 0.3 2.6 61.9479653100999 38392.1817006012 3646.14790672384
"154" 154 0.770692273381558 0.3 2.6 61.9932855011989 38390.2793952353 3644.57975949008
"155" 155 0.771090026322502 0.3 2.6 61.9980878764371 38276.6027985254 3645.0474289503
"156" 156 0.768822390251846 0.3 2.6 62.0138563583215 38335.328865985 3644.81531184262
"157" 157 0.770794548319796 0.3 2.6 62.0551853842834 38359.7913840829 3642.79484586721
"158" 158 0.770794548319796 0.3 2.6 62.0551853842834 38359.7913840829 3642.79484586721
"159" 159 0.770716089474855 0.3 2.6 62.0891326508789 38445.5468522716 3641.36489902094
"160" 160 0.772362170773833 0.3 2.6 62.0794766716627 38525.4735725836 3642.10827470694
"161" 161 0.772562795950853 0.3 2.6 62.0870983805011 38540.541273062 3641.98849295696
"162" 162 0.771329988925777 0.3 2.6 62.0450742144612 38497.8104006269 3642.66808726947
"163" 163 0.767903348425234 0.3 2.6 62.0629101005576 38641.4397333501 3643.33574943926
"164" 164 0.769202538123862 0.3 2.6 62.0920666269305 38560.0260273016 3641.32274132787
"165" 165 0.769915174792549 0.3 2.6 62.0374232481238 38426.4691644816 3643.13037250729
"166" 166 0.770666417553223 0.3 2.6 62.0565315950193 38351.2830338167 3642.77566200604
