"V1" "V2" "V3"
"1" 419.588722054434 420.327304276823 419.151984690098
"2" 419.713484950549 420.448978148974 419.276034321226
"3" 419.894993387747 420.62511959582 419.456300259469
"4" 420.159036554416 420.880091792943 419.71823814554
"5" 420.543101494832 421.249134281981 420.098807842207
"6" 421.101654000262 421.783195236432 420.651647554621
"7" 421.913775374487 422.555885203464 421.454547255734
"8" 423.094174606027 423.673455771612 422.62021225051
"9" 424.809001333619 425.289060541352 424.311700047957
"10" 427.298411892143 427.623013691939 426.7644218582
"11" 430.908475263341 430.991312305076 430.317210004468
"12" 436.135657219694 435.845257612817 435.45557521932
"13" 443.687517312474 442.825374372817 442.870648726425
"14" 454.562733986669 452.832447881429 453.536784412725
"15" 470.15070813056 467.116213941018 468.808009030057
"16" 492.34297198584 487.375769312409 490.525752754984
"17" 523.630508110146 515.851099650364 521.112839263177
"18" 567.125651163073 555.356266298388 563.594679485635
"19" 626.387939537154 609.155782469318 621.43174397747
"20" 704.855940251535 680.519110344022 697.973228253652
"21" 804.638756139218 771.736962836571 795.295039504465
"22" 924.532212355617 882.445637919772 912.289771379384
"23" 1057.60488865771 1007.45533288941 1042.3317552533
"24" 1189.62302157998 1135.02715727237 1171.72234849644
"25" 1300.38062582824 1247.34715097798 1280.898195555
"26" 1369.25365744604 1324.69546418996 1349.71179375332
"27" 1383.20416164203 1352.50456361276 1365.16496680104
"28" 1342.3266844737 1327.41633332699 1326.91527044141
"29" 1258.97974925917 1258.16330981318 1246.64789523256
"30" 1151.52425268143 1160.89415802795 1142.132377323
"31" 1037.34104801539 1052.58031995846 1030.41337837396
"32" 928.79561265755 946.377512247931 923.764506570751
"33" 832.603811203362 850.181402350333 828.956062917182
"34" 751.121108923507 767.396112728237 748.451778729385
"35" 684.053660825899 698.464535854565 682.066218644486
"36" 629.826382826042 642.253448896054 628.31214699014
"37" 586.443150884783 596.996634873171 585.257891000358
"38" 551.939535127304 560.828754596693 550.984017090281
"39" 524.578134076935 532.039279705407 523.783850051741
"40" 502.904412657436 509.16479174758 502.223717226942
"41" 485.736775743272 490.999648404302 485.136246024398
"42" 472.131157767847 476.571312481017 471.587157646736
"43" 461.339854912886 465.104314928019 460.83556059725
"44" 452.77311508249 455.983983307329 452.296499827229
"45" 445.966412152217 448.724352402186 445.508862173835
"46" 440.553790888395 442.941446571225 440.109140938333
"47" 436.246661022471 438.331725310452 435.810513110595
"48" 432.817127387413 434.654980714849 432.386363744599
"49" 430.084956354304 431.720878912781 429.65738786971
"50" 427.907401433073 429.378405073516 427.481512033542
"51" 426.171256132638 427.507590471626 425.746016009274
"52" 424.786635683828 426.013021865688 424.361364454134
"53" 423.682100470674 424.818740137259 423.256366857594
