"V1" "V2" "V3"
"1" 817.957922033711 821.923352527464 832.07998181042
"2" 818.123565424542 822.089386735624 832.246599412992
"3" 818.379173180208 822.345728738027 832.504038423175
"4" 818.77359589178 822.74148684197 832.901793378548
"5" 819.382194901872 823.352458546405 833.516316090329
"6" 820.321208601029 824.295614280085 834.465676401224
"7" 821.769875110093 825.751411872197 835.932166313683
"8" 824.004459285219 827.998134910697 838.197109806345
"9" 827.450495220661 831.464637231812 841.694370115662
"10" 832.762770393086 836.811129379182 847.092361353409
"11" 840.947247541224 845.052367646585 855.419186334379
"12" 853.545641660749 857.744198033748 868.252237849964
"13" 872.911832065369 877.262940796772 888.002280661772
"14" 902.61864873437 907.216474537093 918.331516248938
"15" 948.039608564349 953.031709474135 964.750853338901
"16" 1017.14090880105 1022.75304179779 1035.43068884635
"17" 1121.46542489417 1128.03048059739 1142.20094576864
"18" 1277.13118719139 1285.11136594006 1301.54463938743
"19" 1505.2927846227 1515.26477362363 1534.99046540408
"20" 1830.79261519632 1843.33046154324 1867.5504586752
"21" 2276.68956902837 2292.03788564691 2321.78597254883
"22" 2851.75991899421 2869.19779341784 2904.5879587928
"23" 3530.31476437759 3547.30775732932 3586.41209408243
"24" 4232.22069674681 4243.96102381649 4281.94764311136
"25" 4823.92711586903 4824.32154987367 4854.12454907304
"26" 5161.20263906727 5145.70338213725 5160.93593822631
"27" 5160.78552929142 5129.35810654588 5127.84873692452
"28" 4846.02044413594 4803.51366204107 4788.38800848067
"29" 4325.40888667822 4278.91723706024 4256.36245505371
"30" 3728.38236919769 3684.05654212594 3660.09436013318
"31" 3153.36774933624 3114.8536734806 3093.49587111188
"32" 2652.58153654919 2621.1682310502 2604.27074634455
"33" 2241.87118786884 2217.35091663217 2205.28183391549
"34" 1916.6443758485 1898.11986564904 1890.47818994919
"35" 1664.03287269578 1650.42603702998 1646.52771828597
"36" 1469.67741914892 1459.97721918647 1459.11102069511
"37" 1320.6792489541 1314.03121295332 1315.56606624301
"38" 1206.47810686285 1202.19619290691 1205.61116019967
"39" 1118.81120833621 1116.35871483219 1121.23897666144
"40" 1051.35487033644 1050.3170797344 1056.33813621131
"41" 999.315703814057 999.373678530402 1006.28367047861
"42" 959.069835757222 959.978433261487 967.582343265231
"43" 927.874328805572 929.444814479629 937.591548242525
"44" 903.646568732143 905.733245856255 914.305496867179
"45" 884.799107133916 887.289163140095 896.195613495983
"46" 870.117017682097 872.922843222804 882.092208777523
"47" 858.666908871035 861.720282952308 871.096773201789
"48" 849.72921871769 852.976892155788 862.516741787977
"49" 842.747579684006 846.147905839314 855.81671508358
"50" 837.290727499208 840.811079785866 850.581765952675
"51" 833.023675573451 836.638458954169 846.489671656801
"52" 829.685778733258 833.374892184567 843.289782161807
