"V1" "V2" "V3"
"1" 1370.79286923456 1372.14029737127 1375.63385887885
"2" 1370.96431633826 1372.31130541217 1375.80442021257
"3" 1371.23087422684 1372.57703103159 1376.06929958151
"4" 1371.64529021697 1372.98992057392 1376.48063783203
"5" 1372.28954245448 1373.63143849039 1377.1193781079
"6" 1373.2910072085 1374.6280915349 1378.11114476564
"7" 1374.8475235517 1376.17625751756 1379.65083226737
"8" 1377.26618874513 1378.58059375599 1382.04061930649
"9" 1381.02325350252 1382.31330149254 1385.74858784408
"10" 1386.85622431213 1388.10520718551 1391.49875348463
"11" 1395.90460221856 1397.0848648923 1400.40846754853
"12" 1409.92279904396 1410.98888682844 1414.19602105042
"13" 1431.59709218486 1432.47490080249 1435.48928771302
"14" 1465.00507804379 1465.57503951448 1468.27252895428
"15" 1516.25204113565 1516.32394538442 1518.5044013938
"16" 1594.28142757113 1593.55884907974 1594.90399097523
"17" 1711.73653917503 1709.77173636495 1709.78555014013
"18" 1885.45529536686 1881.60449977965 1879.53787923691
"19" 2135.58648474479 2128.99640897251 2123.77316405726
"20" 2481.41388718463 2471.10649795844 2461.30225593683
"21" 2931.34871194549 2916.50631214384 2900.48596699738
"22" 3466.21821869305 3446.73435217911 3423.08918904741
"23" 4022.09855054155 3999.23336698888 3967.56023515476
"24" 4490.33427362654 4466.92516543332 4428.63977159526
"25" 4753.02492703477 4732.65422778487 4691.13477113222
"26" 4743.38666735732 4728.7612756351 4688.34168243941
"27" 4483.40973916918 4475.22237345097 4439.5704663913
"28" 4064.02577245184 4061.1752573196 4032.22591381746
"29" 3590.46387366776 3591.12287347625 3569.09667025634
"30" 3140.20123948781 3142.72576739579 3126.79594328878
"31" 2752.40886278056 2755.68773564525 2744.65849973568
"32" 2437.38528525652 2440.80057587052 2433.51523908284
"33" 2189.9252656973 2193.18912881523 2188.69087620671
"34" 1999.00388462414 2002.01251060924 1999.56692854899
"35" 1852.93528842291 1855.67430621122 1854.73750042367
"36" 1741.48532167327 1743.97781415572 1744.1529042369
"37" 1656.41021677972 1658.69117530753 1659.68951510517
"38" 1591.33393841636 1593.43894938797 1595.05003708128
"39" 1541.41916739386 1543.3800864623 1545.44955399412
"40" 1503.02409591853 1504.86789301493 1507.28179796466
"41" 1473.41049961318 1475.15941066435 1477.83310768454
"42" 1450.51513535879 1452.18726527646 1455.05750664048
"43" 1432.77743881523 1434.38744987417 1437.40674024962
"44" 1419.01184384393 1420.5715894366 1423.7041156011
"45" 1408.31369707336 1409.83275948397 1413.05142779726
"46" 1399.98987683495 1401.47600746377 1404.76026806334
"47" 1393.50741470299 1394.96688890049 1398.30112467265
"48" 1388.45522411305 1389.89312567345 1393.26545102823
"49" 1384.51540763535 1385.9358568447 1389.33721681052
"50" 1381.44160818133 1382.84794500893 1386.27143635141
"51" 1379.0425784137 1380.43751010212 1383.87786781789
"52" 1377.16964523494 1378.55536555423 1382.00857331066
