"nMCMC" "beta0" "pC" "Tg" "Baseline" "N" "negativeLLK"
"1" 1 1.36872102170981 0.3 2.6 4.29518947304532 7094.72370239626 10720.8220341965
"2" 2 1.34738711371709 0.3 2.6 4.29819059916912 7131.45220859435 10598.3183081979
"3" 3 1.32078326926855 0.3 2.6 12.6099709216065 7309.85742631376 7227.05276548039
"4" 4 1.26823636636044 0.3 2.6 12.6347552818924 7147.49378155043 6962.59295790239
"5" 5 1.23613578357227 0.3 2.6 12.6781123115715 7279.70653809813 6805.95442244601
"6" 6 1.17181628702455 0.3 2.6 12.5928156587061 7441.2930019016 6464.54611056696
"7" 7 1.09530203740706 0.3 2.6 12.5823626936438 7209.65232847495 5914.99987727832
"8" 8 1.04507346657023 0.3 2.6 12.6746036769373 7282.10128427178 5478.7909530466
"9" 9 0.998518056578792 0.3 2.6 12.6233225990018 7182.33512271247 5041.29178018217
"10" 10 0.950829371498372 0.3 2.6 12.456503553578 7415.22456419183 4514.90613393182
"11" 11 0.892406791870228 0.3 2.6 12.4638451809182 7463.2916050256 3735.89055595407
"12" 12 0.860405089180141 0.3 2.6 12.4845458018826 7168.41243261537 3318.15201357671
"13" 13 0.803133329960156 0.3 2.6 12.4504943038969 7568.11318118888 2350.45464343558
"14" 14 0.753438313025764 0.3 2.6 12.6062015139802 7493.9173232569 1665.29437641308
"15" 15 0.714638384374415 0.3 2.6 12.7005302017357 7828.75294367368 1255.88652345122
"16" 16 0.699601291116943 0.3 2.6 12.6969444321673 7987.29798601512 1192.14474253507
"17" 17 0.700250791621962 0.3 2.6 12.686176003972 8032.61524137105 1183.58466040995
"18" 18 0.702400429040191 0.3 2.6 12.7168016671272 8440.37806012185 1107.49707141413
"19" 19 0.691271127504086 0.3 2.6 12.7233724847192 8682.01372221523 1088.0020074373
"20" 20 0.709220493754195 0.3 2.6 12.7084708353622 8966.12971091885 1025.66368817749
"21" 21 0.707047599840914 0.3 2.6 12.7124067160094 9002.94191255995 1016.92164472451
"22" 22 0.698544930725815 0.3 2.6 12.7284113354195 9127.41198770855 1001.84454686164
"23" 23 0.697858894199215 0.3 2.6 12.7229183223328 9141.86593154352 1001.34135337408
"24" 24 0.700889666019936 0.3 2.6 12.7115025131421 9176.10763630134 991.747089768764
"25" 25 0.699262838124704 0.3 2.6 12.6921097507044 9201.36442404961 991.061505200692
"26" 26 0.716128289380331 0.3 2.6 12.4369311402122 9667.83247542554 943.939329188092
"27" 27 0.720372625838495 0.3 2.6 12.5847567347895 10014.2877690137 908.993654372746
"28" 28 0.702898737550048 0.3 2.6 12.7353906734425 9878.1155012022 897.658152575847
"29" 29 0.708748157052133 0.3 2.6 12.5946932391617 10028.1653827948 880.670943856757
"30" 30 0.718476996700619 0.3 2.6 12.5606177703639 10612.6677923743 831.955261246426
"31" 31 0.712261170067547 0.3 2.6 12.4955765827018 10625.9948279558 819.215899772652
"32" 32 0.712456498930826 0.3 2.6 12.4916371346546 10631.5634458125 818.932520695174
"33" 33 0.706465520940785 0.3 2.6 12.4948574225551 10678.8208881236 813.440605505482
"34" 34 0.705172893811368 0.3 2.6 12.4908078851609 10785.5346558953 805.037714431644
"35" 35 0.704605240790336 0.3 2.6 12.5907139947542 10978.6325062142 787.117062095953
"36" 36 0.71142256025498 0.3 2.6 12.5367033797814 11454.5377498551 743.509514570103
"37" 37 0.71142256025498 0.3 2.6 12.5367033797814 11454.5377498551 743.509514570103
"38" 38 0.711758536956808 0.3 2.6 12.5267786466771 11460.8548302023 743.222602821768
"39" 39 0.707915838085348 0.3 2.6 12.444710936503 11635.4667217028 733.798267369693
"40" 40 0.706330770993902 0.3 2.6 12.4433780702279 11688.9128516664 732.676692156961
"41" 41 0.712263903160639 0.3 2.6 12.5012692769799 11947.963304766 708.803876791669
"42" 42 0.716819524101172 0.3 2.6 12.5221855733862 12137.6457694026 698.953534016379
