"V1" "V2" "V3"
"1" 881.452982364126 876.086612872189 879.345911487634
"2" 881.443852912196 876.221402976062 879.48257140846
"3" 881.436270128852 876.420569866438 879.685068595211
"4" 881.429971985056 876.714842736426 879.985102599073
"5" 881.424740843374 877.149597960874 880.429614017153
"6" 881.420395937405 877.791816013723 881.088086325853
"7" 881.416787125292 878.740313445 882.063314852291
"8" 881.413789701476 880.140757066402 883.507251981517
"9" 881.411300087411 882.207619899274 885.644239785332
"10" 881.409232252331 885.256123632339 888.804895258632
"11" 881.407514740394 889.748350803043 893.475140276414
"12" 881.406088201472 896.359030411286 900.366285998974
"13" 881.404903340257 906.067689008389 910.513333552088
"14" 881.40391921282 920.284034884899 925.408743077615
"15" 881.403101811766 941.010517981906 947.175489212568
"16" 881.402422891074 971.035546829349 978.77124609314
"17" 881.401858990034 1014.12440024973 1024.1855115336
"18" 881.401390622542 1075.11870358915 1088.52808874534
"19" 881.40100160374 1159.75340416927 1177.7935323831
"20" 881.400678490733 1273.85225879557 1297.92527879872
"21" 881.400410118064 1421.43726400414 1452.68124262418
"22" 881.400187211872 1601.414372112 1639.99216592133
"23" 881.400002069434 1803.30272639009 1847.47658193683
"24" 881.399848292987 2004.21045932959 2049.71942617822
"25" 881.399720568647 2170.93315028399 2211.50546339321
"26" 881.399614482784 2269.78604039876 2299.17826756507
"27" 881.399526369506 2280.77207633002 2295.38618171913
"28" 881.39945318398 2206.68701292479 2206.91856532375
"29" 881.399392397213 2070.2231612287 2059.6461990484
"30" 881.399341908665 1902.10699520051 1885.42913638151
"31" 881.399299973657 1729.37952654839 1710.69626087287
"32" 881.399265143087 1569.73239882902 1551.78428011897
"33" 881.399236213355 1431.61210914795 1415.84033222332
"34" 881.399212184766 1316.98458135411 1303.91258470937
"35" 881.399192226992 1224.26288120345 1213.88414265082
"36" 881.399175650373 1150.39123959519 1142.44696926655
"37" 881.39916188209 1092.0309050352 1086.17483579531
"38" 881.399150446367 1046.11572191744 1041.99880849242
"39" 881.399140948032 1010.04766763459 1007.35512342233
"40" 881.399133058862 981.71609246266 980.179236691574
"41" 881.399126506239 959.444551383937 958.840729866233
"42" 881.399121063732 941.916922375209 942.064575297504
"43" 881.399116543269 928.105468165545 928.857813260323
"44" 881.399112788643 917.208989367445 918.447864821102
"45" 881.399109670109 908.602647426177 910.233099447666
"46" 881.399107079902 901.798429003644 903.744182725723
"47" 881.399104928517 896.414443205737 898.614207386247
"48" 881.39910314161 892.151226987405 894.555717707394
"49" 881.399101657432 888.773487160732 891.343045166142
"50" 881.399100424697 886.096015879386 888.79870341586
"51" 881.399099400806 883.972798318905 886.782879123823
"52" 881.399098550378 882.288562737999 885.185286838734
"53" 881.399097844026 880.952203889619 883.918834641355
