"V1" "V2" "V3"
"1" 511.072748513087 515.795691990578 518.998006774927
"2" 511.188931040855 515.910905941118 519.112938597387
"3" 511.355623440102 516.075941902376 519.277492610262
"4" 511.594773309131 516.312333269566 519.513082156613
"5" 511.937852914506 516.650908576587 519.850349267776
"6" 512.429979915616 517.135791508473 520.333129683072
"7" 513.135807397212 517.830109272745 521.02410844109
"8" 514.147928622938 518.824125281999 522.012873231896
"9" 515.598840791229 520.246797704078 523.427354157616
"10" 517.677914443734 522.282149528498 525.450016687617
"11" 520.655338654512 525.192335206195 528.340665626707
"12" 524.915654190098 529.349901763299 532.468319357695
"13" 531.004188975557 535.282414701446 538.355271377878
"14" 539.690282276709 543.733174999966 546.736995303894
"15" 552.051153848946 555.741755926349 558.64153730146
"16" 569.578608555249 572.74658051523 575.490531896483
"17" 594.305400391363 596.706830273523 599.219089653557
"18" 628.93525002211 630.229133286023 632.400108059149
"19" 676.934186654321 676.660101587463 678.33453593028
"20" 742.493483077642 740.061674628861 741.025746648112
"21" 830.20208127342 824.918191478491 824.889429711752
"22" 944.185023533931 935.345409959126 933.973452196267
"23" 1086.44302353255 1073.54333976127 1070.43497012957
"24" 1254.32573500136 1237.40142203711 1232.18638890976
"25" 1437.69778275502 1417.72808442022 1410.17462475727
"26" 1617.40190391341 1596.5606773377 1586.72164551879
"27" 1767.34626339273 1748.78413779791 1737.10993598234
"28" 1861.44583019667 1848.44785945089 1835.77705390503
"29" 1883.14827999637 1877.97631134162 1865.36012975023
"30" 1832.0049968798 1835.11283852746 1823.53967120953
"31" 1722.88464274634 1732.99045684256 1723.15362590284
"32" 1578.79961722388 1593.65286813776 1585.86598626259
"33" 1422.45315188191 1439.72161020739 1433.97616787983
"34" 1270.87326571643 1288.70937717876 1284.79764806526
"35" 1134.06733356519 1151.27629133926 1148.90730672879
"36" 1016.24059136834 1032.19532941444 1031.07205203603
"37" 917.810895768341 932.280156638797 932.138193282528
"38" 837.177641207345 850.16521058063 850.785671013281
"39" 771.922258854135 783.550947449857 784.759740117455
"40" 719.493879398162 729.93356460178 731.595205242536
"41" 677.541604797609 686.969534858175 688.979718472313
"42" 644.039894376875 652.621334974798 654.900107016649
"43" 617.307173724362 625.187656598117 627.673765315071
"44" 595.976636269116 603.280278374811 605.926735160751
"45" 578.950495891839 585.781191554459 588.551867054851
"46" 565.352672484756 571.796433442769 574.6634768616
"47" 554.486167653404 560.613740620615 563.555629912652
"48" 545.797065422341 551.66642454102 554.666491997706
"49" 538.845138924257 544.503693722585 547.54900756041
"50" 533.280284281046 538.766763327431 541.847275821979
"51" 528.823805566402 534.169830275584 537.277726089128
"52" 525.253618307516 530.485002506121 533.614198093972
"53" 522.392568306692 527.53038437082 530.67614201479
